Category,Description,Cholesterol,Sugar
COFFEE,"COFFEE,INST,REG,PREP W/H2O",0,0
COFFEE,"COFFEE,INST,DECAFFEINATED,PDR",0,0
COFFEE,"COFFEE,INST,DECAFFEINATED,PDR,PREP W/H2O",0,0
COFFEE,"COFFEE,INST,W/CHICORY,PDR",0,0
COFFEE,"COFFEE,INST,W/ CHICORY,PREP W/ H2O",0,0
COFFEE,"COFFEE,INST,W/SUGAR,MOCHA-FLAVOR,PDR",0,58.20000076
COFFEE,"COFFEE,INST,W/SUGAR,CAPPUCCINO-FLAVOR PDR",2,69.16000366
COFFEE,"COFFEE,INST,W/SUGAR,FRENCH-FLAVOR,PDR",0,41.74000168
COFFEE SUB,"COFFEE SUB,CRL GRAIN BEV,PDR",0,4.630000114
COFFEE SUB,"COFFEE SUB,CRL GRAIN BEV,PREP W/ H2O",0,0.079999998
CRANBERRY-APPLE JUC DRK,"CRANBERRY-APPLE JUC DRK,BTLD",0,14.5
CRANBERRY-APRICOT JUC DRK,"CRANBERRY-APRICOT JUC DRK,BTLD",0,0
CRANBERRY-GRAPE JUC DRK,"CRANBERRY-GRAPE JUC DRK,BTLD",0,0
CRANBERRY JUC COCKTAIL,"CRANBERRY JUC COCKTAIL,BTLD",0,11.86999989
CRANBERRY JUC COCKTAIL,"CRANBERRY JUC COCKTAIL,BTLD,LO CAL,W/CA,SACCHARIN&CORN SWTNR",0,4.590000153
EGGNOG-FLAVOR MIX,"EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK",11,12.65999985
CITRUS FRUIT JUC DRK,"CITRUS FRUIT JUC DRK,FRZ CONC",0,28.62999916
CITRUS FRUIT JUC DRK,"CITRUS FRUIT JUC DRK,FRZ CONC,PREP W/H2O",0,8.130000114
FRUIT PUNCH DRK,"FRUIT PUNCH DRK,WO/ ADDED NUTR,CND",0,11.28999996
FRUIT PUNCH DRK,"FRUIT PUNCH DRK,W/ ADDED NUTR,CND",0,11.28999996
FRUIT PUNCH DRK,"FRUIT PUNCH DRK,FRZ CONC",0,0
FRUIT PUNCH DRK,"FRUIT PUNCH DRK,FRZ CONC,PREP W/H2O",0,0
GRAPE DRINK,"GRAPE DRINK,CANNED",0,13.06000042
GRAPE JUICE DRINK,"GRAPE JUICE DRINK,CANNED",0,14.10999966
LEMONADE,"LEMONADE,POWDER",0,94.44000244
LEMONADE,"LEMONADE,PDR,PREP W/H2O",0,9.720000267
LEMONADE,"LEMONADE,LO CAL,W/ASPRT,PDR",0,0
LEMONADE,"LEMONADE,LO CAL,W/ASPRT,PDR,PREP W/H2O",0,0
LEMONADE,"LEMONADE,FRZ CONC,WHITE",0,45.02999878
LEMONADE,"LEMONADE,FRZ CONC,WHITE,PREP W/H2O",0,9.979999542
LEMONADE-FLAVOR DRK,"LEMONADE-FLAVOR DRK,PDR",0,94.44000244
LEMONADE-FLAVOR DRK,"LEMONADE-FLAVOR DRK,PDR,PREP W/H2O",0,6.679999828
LIMEADE,"LIMEADE,FRZ CONC",0,59.95999908
LIMEADE,"LIMEADE,FRZ CONC,PREP W/H2O",0,13.27000046
No Category,MALT BEVERAGE,0,8.050000191
MALTED DRK MIX,"MALTED DRK MIX,NAT,W/ ADDED NUTR,PDR",0,63.38000107
MALTED DRK MIX,"MALTED DRK MIX,NAT,W/ ADDED NUTR,PDR,PREP W/ WHL MILK",11,8.369999886
MALTED DRK MIX,"MALTED DRK MIX,NAT,PDR",24,47.61999893
MALTED DRK MIX,"MALTED DRK MIX,NAT,PDR,PREP W/ WHL MILK",12,9.56000042
MALTED DRK MIX,"MALTED DRK MIX,CHOC,W/ ADDED NUTR,PDR",0,70.55999756
MALTED DRK MIX,"MALTED DRK MIX,CHOC,W/ ADDED NUTR,PDR,PREP W/ WHL MILK",10,10.48999977
MALTED DRK MIX,"MALTED DRK MIX,CHOC,PDR",1,66.66999817
MALTED DRK MIX,"MALTED DRK MIX,CHOC,PDR,PREP W/ WHL MILK",10,6.679999828
ORANGE DRK,"ORANGE DRK,CND,W/ ADDED VIT C",0,11.02999973
ORANGE&APRICOT JUC DRK,"ORANGE&APRICOT JUC DRK,CND",0,12.06000042
PINEAPPLE&GRAPEFRUIT JUC DRK,"PINEAPPLE&GRAPEFRUIT JUC DRK,CND",0,11.52000046
PINEAPPLE&ORANGE JUC DRK,"PINEAPPLE&ORANGE JUC DRK,CND",0,11.59000015
SHAKE,"SHAKE,FAST FOOD,CHOCOLATE",13,18.60000038
SHAKE,"SHAKE,FAST FOOD,VANILLA",23,13.63000011
STRAWBERRY-FLAVOR BEV MIX,"STRAWBERRY-FLAVOR BEV MIX,PDR",0,95.44999695
STRAWBERRY-FLAVOR BEV MIX,"STRAWBERRY-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK",12,0
TEA,"TEA,BREWED,PREP W/TAP H2O,DECAFFEINATED",0,0
TEA,"TEA,INST,UNSWTND,PDR,DECAFFEINATED",0,5.53000021
TEA,"TEA,BREWED,PREP W/TAP H2O",0,0
TEA,"TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAV,PDR,DECAFFEINATED",0,1.879999995
TEA,"TEA,INST,SWTND W/SUGAR,LEMN-FLAV,WO/ VIT C,PDR,DECAFFEINATED",0,95.29000092
TEA,"TEA,INST,UNSWTND,PDR",0,5.53000021
TEA,"TEA,INST,UNSWTND,PDR,PREP",0,0.02
TEA,"TEA,INST,UNSWTND,LEMON-FLAVORED,PDR",0,4.519999981
TEA,"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,WO/ VIT C,PDR",0,95.29000092
TEA,"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,WO/ VIT C,PDR,PREP",0,8.329999924
TEA,"TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAVORED,PDR",0,1.879999995
TEA,"TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAVORED,PREP",0,0.01
TEA,"TEA,HERB,OTHER THAN CHAMOMILE,BREWED",0,0
SPORTS DRK,"SPORTS DRK,FRUIT-FLAVORED,LO CAL,RTD",0,0
WATER,"WATER,BTLD,PERRIER",0,0
WATER,"WATER,BTLD,POLAND SPRING",0,0
COCOA MIX,"COCOA MIX,W/ ASPRT,PDR,PREP W/ H2O",0,2.930000067
CARBONATED BEV,"CARBONATED BEV,COLA,CONTAINS CAFFEINE",0,8.970000267
FRUIT PUNCH JUC DRK,"FRUIT PUNCH JUC DRK,FRZ CONC",0,0
FRUIT PUNCH JUC DRK,"FRUIT PUNCH JUC DRK,FRZ CONC,PREP W/H2O",0,0
ORANGE-FLAVOR DRK,"ORANGE-FLAVOR DRK,BRKFST TYPE,PDR",0,92.30999756
ORANGE-FLAVOR DRK,"ORANGE-FLAVOR DRK,BRKFST TYPE,PDR,PREP W/ H2O",0,11.80000019
ORANGE-FLAVOR DRK,"ORANGE-FLAVOR DRK,BRKFST TYPE,LO CAL,PDR",0,2.599999905
WATER,"WATER,TAP,DRINKING",0,0
WATER,"WATER,TAP,WELL",0,0
ALCOHOLIC BEV,"ALCOHOLIC BEV,LIQUEUR,COFFEE,53 PROOF",0,46.43000031
ALCOHOLIC BEV,"ALCOHOLIC BEV,LIQUEUR,COFFEE W/CRM,34 PROOF",58,19.76000023
CARB BEV,"CARB BEV,LO CAL,COLA OR PEP,W/ ASPRT, CAF",0,0
COFFEE SUB,"COFFEE SUB,CRL GRAIN BEV,PDR,PREP W/ WHL MILK",13,0
DAIRY DRK MIX,"DAIRY DRK MIX,CHOC,RED CAL,W/ASPRT,PDR",24,32.93999863
DAIRY DRK MIX,"DAIRY DRK MIX,CHOC,RED CAL,W/ ASPRT,PDR,PREP W/ H2O & ICE",2,2.890000105
ORANGE-FLAVOR DRK,"ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC",0,41.84999847
ORANGE-FLAVOR DRK,"ORANGE-FLAVOR DRK,BRKFST TYPE,W/PULP,FRZ CONC,PREP W/H2O",0,11.90999985
ORANGE DRK,"ORANGE DRK,BRKFST TYPE,W/ JUC & PULP,FRZ CONC",0,38.04999924
ORANGE DRK,"ORANGE DRK,BRKFST TYPE,W/JUC&PULP,FRZ CONC,PREP W/H2O",0,11.05000019
SHAKE,"SHAKE,FAST FD,STRAWBERRY",11,0
WATER,"WATER,TAP,MUNICIPAL",0,0
CRANBERRY JUC COCKTAIL,"CRANBERRY JUC COCKTAIL,FRZ CONC",0,42.5
CRANBERRY JUC COCKTAIL,"CRANBERRY JUC COCKTAIL,FRZ CONC,PREP W/ H2O",0,9.760000229
WATER,"WATER,BTLD,NON-CARBONATED,DANNON",0,0
WATER,"WATER,BTLD,NON-CARBONATED,PEPSI,AQUAFINA",0,0
WATER,"WATER,BTLD,NON-CARBONATED,DASANI",0,0
ORANGE BRKFST DRK,"ORANGE BRKFST DRK,RTD",0,6.559999943
ORANGE BRKFST DRK,"ORANGE BRKFST DRK,RTD,W/ ADDED NUTR",0,8.020000458
WATER,"WATER,BTLD,NON-CARBONATED,CALISTOGA",0,0
WATER,"WATER,BTLD,NON-CARBONATED,CRYSTAL GEYSER",0,0
WATER,"WATER,BTLD,NON-CARBONATED,NAYA",0,0
WATER,"WATER,BTLD,NON-CARBONATED,DANNON FLUORIDE TO GO",0,0
DRINK MIX,"DRINK MIX,QUAKER OATS,GATORADE,ORANGE FLAVOR,PDR",0,80.5
SPORTS DRK,"SPORTS DRK,PEPSICO,GATORADE,FRUIT-FLAVORED,RTD",0,5.239999771
SPORTS DRK,"SPORTS DRK,COCA-COLA,POWERADE,LEMON-LIME FLAV,RTD",0,6.110000134
QUAKER OATS,"QUAKER OATS,PROPEL FITNESS H2O,FRUIT-FLAVORED,NON-CARBONATED",0,1.220000029
TEA,"TEA,RTD,ARIZONA ICED TEA,W/ LEMON FLAVOR",0,9.630000114
TEA,"TEA,RTD,LIPTON BRISK ICED TEA,W/ LEMON FLAVOR",0,8.68999958
WHISKEY SOUR MIX,"WHISKEY SOUR MIX,BTLD,W/ K&NA",0,0
ALCOHOLIC BEV,"ALCOHOLIC BEV,WHISKEY SOUR,PREP FROM ITEM 14530",0,0
ALCOHOLIC BEV,"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 94 PROOF",0,0
ALCOHOLIC BEV,"ALCOHOLIC BEV,DISTILLED,ALL 100 PROOF",0,0
ALCOHOLIC BEV,"ALCOHOLIC BEV,LIQUEUR,COFFEE,63 PROOF",0,32.20000076
ALCOHOLIC BEV,"ALCOHOLIC BEV,WINE,DSSRT,DRY",0,1.090000033
CARBONATED BEV,"CARBONATED BEV,LOCAL,OTHR THAN COLA OR PEP,W/ NA SAC,WO/ CAF",0,0
COCOA MIX,"COCOA MIX,W/ ASPT,LO CAL,PDR,W/ ADD CA P,WO/ ADD NA OR VIT A",11,55.58000183
FRUIT PUNCH-FLAVOR DRK,"FRUIT PUNCH-FLAVOR DRK,PDR,WO/ NA",0,95.19999695
FRUIT PUNCH-FLAVOR DRK,"FRUIT PUNCH-FLAVOR DRK,PDR,WO/ NA,PREP W/H2O",0,9.229999542
LEMONADE,"LEMONADE,FRZ CONC,PINK",0,0
LEMONADE,"LEMONADE,FRZ CONC,PINK,PREP W/H2O",0,0
TEA,"TEA,BREWED,PREP W/DISTILLED H2O",0,0
TEA,"TEA,HERB,CHAMOMILE,BREWED",0,0
TEA,"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,W/ VIT C,PDR",0,0
ALCOHOLIC BEV,"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 86 PROOF",0,0
ALCOHOLIC BEV,"ALCOHOLIC BEV,DISTILLED,ALL (GIN,RUM,VODKA,WHISKEY) 90 PROOF",0,0
CARBONATED BEV,"CARBONATED BEV,CHOCOLATE-FLAVORED SODA",0,10.69999981
WINE,"WINE,NON-ALCOHOLIC",0,1.100000024
WATER,"WATER,BTLD,GENERIC",0,0
CHOCOLATE-FLAVOR BEV MIX FOR MILK,"CHOCOLATE-FLAVOR BEV MIX FOR MILK,PDR,W/ ADDED NUTR",0,81.81999969
CHOC-FLV BEV MIX FOR MILK,"CHOC-FLV BEV MIX FOR MILK,PDR,W/ ADD NUTR,PREP W/ WHL MILK",10,11.59000015
WATER,"WATER,BTLD,NON-CARBONATED,EVIAN",0,0
TEA,"TEA,RTD,UNSWTND,WENDY'S,FAST FD,WO/ ICE",0,0
ALCOHOLIC BEV,"ALCOHOLIC BEV,WINE,TABLE,RED,MERLOT",0,0.620000005
WATER,"WATER,NON-CARBONATED,FRUIT FLAVORS,SWTND W/ LO CAL SWTNR",0,0
WATER W/ ADDED VITAMINS & MINERALS,"WATER W/ ADDED VITAMINS & MINERALS,SWTND, FRUIT FLAVORS",0,5.489999771
BREAKFAST TYPE DRK,"BREAKFAST TYPE DRK,ORANGE FLAVOR,RED SUGAR",0,0.029999999
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,DIET BERRY BLEND",0,0.409999996
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,DIET FRUIT MEDLEY",0,0.839999974
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH,DIET STRAWBERRY KIWI",0,0.839999974
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH,DIET TROPICAL BLEND",0,0.419999987
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,BERRY BLEND",0,7.409999847
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,FRUIT MEDLEY",0,7.820000172
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC,GUAVA PASSION FRUIT",0,7.820000172
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,MANGO PEACH",0,8.229999542
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,ORANGE PNAPPL",0,7.409999847
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,ORCHARD BLEND",0,7.820000172
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,STRAWBERRY BANANA",0,7.409999847
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,STRAWBERRY KIWI",0,7.409999847
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 SPLASH JUC DRINKS,TROPICAL BLEND",0,7.409999847
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,PEACH MANGO",0,10.56999969
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,STRAWBERRY BANANA",0,10.15999985
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,TROPICAL",0,10.15999985
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,V8 V. FUSION JUICES,ACAI BERRY",0,10.56999969
COFFEE SUB,"COFFEE SUB,RSTD GRAIN BEV,NAT TOUCH KAFFREE ROMA,PDR",0,3.5
ANCHOVY,"ANCHOVY,EUROPEAN,RAW",60,0
ANCHOVY,"ANCHOVY,EUROPEAN,CND IN OIL,DRND SOL",85,0
BASS,"BASS,FRSH H2O,MXD SP,RAW",68,0
BASS,"BASS,STRIPED,RAW",80,0
BLUEFISH,"BLUEFISH,RAW",59,0
BURBOT,"BURBOT,RAW",60,0
BUTTERFISH,"BUTTERFISH,RAW",65,0
CARP,"CARP,RAW",66,0
CARP,"CARP,COOKED,DRY HEAT",84,0
CATFISH,"CATFISH,CHANNEL,WILD,RAW",58,0
CATFISH,"CATFISH,CHANNEL,CKD,BREADED&FRIED",81,0
CAVIAR,"CAVIAR,BLACK&RED,GRANULAR",588,0
CISCO,"CISCO,RAW",50,0
CISCO,"CISCO,SMOKED",32,0
COD,"COD,ATLANTIC,RAW",43,0
COD,"COD,ATLANTIC,CKD,DRY HEAT",55,0
COD,"COD,ATLANTIC,CND,SOL&LIQ",55,0
COD,"COD,ATLANTIC,DRIED&SALTED",152,0
COD,"COD,PACIFIC,RAW",37,0
CROAKER,"CROAKER,ATLANTIC,RAW",61,0
CROAKER,"CROAKER,ATLANTIC,CKD,BREADED&FRIED",84,0
CUSK,"CUSK,RAW",41,0
DOLPHINFISH,"DOLPHINFISH,RAW",73,0
DRUM,"DRUM,FRESHWATER,RAW",64,0
EEL,"EEL,MIXED SPECIES,RAW",126,0
EEL,"EEL,MXD SP,CKD,DRY HEAT",161,0
FISH PORTIONS&STKS,"FISH PORTIONS&STKS,FRZ,PREHTD",32,2.5
FLATFISH (FLOUNDER&SOLE SP),"FLATFISH (FLOUNDER&SOLE SP),RAW",48,0
FLATFISH (FLOUNDER&SOLE SP),"FLATFISH (FLOUNDER&SOLE SP),CKD,DRY HEAT",68,0
GEFILTEFISH,"GEFILTEFISH,COMM,SWT RECIPE",30,0
GROUPER,"GROUPER,MIXED SPECIES,RAW",37,0
GROUPER,"GROUPER,MXD SP,CKD,DRY HEAT",47,0
HADDOCK,"HADDOCK,RAW",57,0
HADDOCK,"HADDOCK,COOKED,DRY HEAT",74,0
HADDOCK,"HADDOCK,SMOKED",77,0
HALIBUT,"HALIBUT,ATLANTIC&PACIFIC,RAW",32,0
HALIBUT,"HALIBUT,ATLANTIC&PACIFIC,CKD,DRY HEAT",41,0
HALIBUT,"HALIBUT,GREENLAND,RAW",46,0
HERRING,"HERRING,ATLANTIC,RAW",60,0
HERRING,"HERRING,ATLANTIC,CKD,DRY HEAT",77,0
HERRING,"HERRING,ATLANTIC,PICKLED",13,7.710000038
HERRING,"HERRING,ATLANTIC,KIPPERED",82,0
HERRING,"HERRING,PACIFIC,RAW",77,0
LING,"LING,RAW",40,0
LINGCOD,"LINGCOD,RAW",52,0
MACKEREL,"MACKEREL,ATLANTIC,RAW",70,0
MACKEREL,"MACKEREL,ATLANTIC,CKD,DRY HEAT",75,0
MACKEREL,"MACKEREL,JACK,CND,DRND SOL",79,0
MACKEREL,"MACKEREL,KING,RAW",53,0
MACKEREL,"MACKEREL,PACIFIC&JACK,MXD SP,RAW",47,0
MACKEREL,"MACKEREL,SPANISH,RAW",76,0
MACKEREL,"MACKEREL,SPANISH,CKD,DRY HEAT",73,0
MILKFISH,"MILKFISH,RAW",52,0
MONKFISH,"MONKFISH,RAW",25,0
MULLET,"MULLET,STRIPED,RAW",49,0
MULLET,"MULLET,STRIPED,CKD,DRY HEAT",63,0
OCEAN PERCH,"OCEAN PERCH,ATLANTIC,RAW",42,0
OCEAN PERCH,"OCEAN PERCH,ATLANTIC,CKD,DRY HEAT",54,0
POUT,"POUT,OCEAN,RAW",52,0
PERCH,"PERCH,MIXED SPECIES,RAW",90,0
PERCH,"PERCH,MXD SP,CKD,DRY HEAT",115,0
PIKE,"PIKE,NORTHERN,RAW",39,0
PIKE,"PIKE,NORTHERN,CKD,DRY HEAT",50,0
PIKE,"PIKE,WALLEYE,RAW",86,0
POLLOCK,"POLLOCK,ATLANTIC,RAW",71,0
POLLOCK,"POLLOCK,WALLEYE,RAW",71,0
POLLOCK,"POLLOCK,WALLEYE,CKD,DRY HEAT",96,0
POMPANO,"POMPANO,FLORIDA,RAW",50,0
POMPANO,"POMPANO,FLORIDA,CKD,DRY HEAT",64,0
ROCKFISH,"ROCKFISH,PACIFIC,MXD SP,RAW",35,0
ROCKFISH,"ROCKFISH,PACIFIC,MXD SP,CKD,DRY HEAT",44,0
ROE,"ROE,MIXED SPECIES,RAW",374,0
ROUGHY,"ROUGHY,ORANGE,RAW",60,0
SABLEFISH,"SABLEFISH,RAW",49,0
SABLEFISH,"SABLEFISH,SMOKED",64,0
SALMON,"SALMON,ATLANTIC,WILD,RAW",55,0
SALMON,"SALMON,CHINOOK,SMOKED",23,0
SALMON,"SALMON,CHINOOK,RAW",50,0
SALMON,"SALMON,CHUM,RAW",74,0
SALMON,"SALMON,CHUM,DRND SOL W/BONE",39,0
SALMON,"SALMON,COHO,WILD,RAW",45,0
SALMON,"SALMON,COHO,WILD,CKD,MOIST HEAT",57,0
SALMON,"SALMON,PINK,RAW",52,0
SALMON,"SALMON,PINK,CND,SOL W/BONE&LIQ",55,0
SALMON,"SALMON,SOCKEYE,RAW",62,0
SALMON,"SALMON,SOCKEYE,CKD,DRY HEAT",87,0
SALMON,"SALMON,SOCKEYE,CND,DRND SOL W/BONE",44,0
SARDINE,"SARDINE,ATLANTIC,CND IN OIL,DRND SOL W/BONE",142,0
SARDINE,"SARDINE,PACIFIC,CND IN TOMATO SAU,DRND SOL W/BONE",61,0.430000007
SCUP,"SCUP,RAW",52,0
SEA BASS,"SEA BASS,MXD SP,RAW",41,0
SEA BASS,"SEA BASS,MXD SP,CKD,DRY HEAT",53,0
SEATROUT,"SEATROUT,MXD SP,RAW",83,0
SHAD,"SHAD,AMERICAN,RAW",75,0
SHARK,"SHARK,MIXED SPECIES,RAW",51,0
SHARK,"SHARK,MXD SP,CKD,BATTER-DIPPED&FRIED",59,0
SHEEPSHEAD,"SHEEPSHEAD,RAW",50,0
SHEEPSHEAD,"SHEEPSHEAD,CKD,DRY HEAT",64,0
SMELT,"SMELT,RAINBOW,RAW",70,0
SMELT,"SMELT,RAINBOW,CKD,DRY HEAT",90,0
SNAPPER,"SNAPPER,MIXED SPECIES,RAW",37,0
SNAPPER,"SNAPPER,MXD SP,CKD,DRY HEAT",47,0
SPOT,"SPOT,RAW",60,0
STURGEON,"STURGEON,MXD SP,RAW",60,0
STURGEON,"STURGEON,MXD SP,CKD,DRY HEAT",77,0
STURGEON,"STURGEON,MXD SP,SMOKED",80,0
SUCKER,"SUCKER,WHITE,RAW",41,0
SUNFISH,"SUNFISH,PUMPKIN SEED,RAW",67,0
No Category,SURIMI,30,0
SWORDFISH,"SWORDFISH,RAW",39,0
SWORDFISH,"SWORDFISH,COOKED,DRY HEAT",50,0
TILEFISH,"TILEFISH,RAW",50,0
TILEFISH,"TILEFISH,COOKED,DRY HEAT",64,0
TROUT,"TROUT,MIXED SPECIES,RAW",58,0
TROUT,"TROUT,RAINBOW,WILD,RAW",59,0
TROUT,"TROUT,RAINBOW,WILD,CKD,DRY HEAT",69,0
TUNA,"TUNA,FRESH,BLUEFIN,RAW",38,0
TUNA,"TUNA,FRSH,BLUEFIN,CKD,DRY HEAT",49,0
TUNA,"TUNA,LT,CND IN OIL,DRND SOL",18,0
TUNA,"TUNA,LT,CND IN H2O,DRND SOL",30,0
TUNA,"TUNA,FRESH,SKIPJACK,RAW",47,0
TUNA,"TUNA,WHITE,CND IN OIL,DRND SOL",31,0
TUNA,"TUNA,WHITE,CND IN H2O,DRND SOL",42,0
TUNA,"TUNA,FRESH,YELLOWFIN,RAW",45,0
No Category,TUNA SALAD,13,0
TURBOT,"TURBOT,EUROPEAN,RAW",48,0
WHITEFISH,"WHITEFISH,MXD SP,RAW",60,0
WHITEFISH,"WHITEFISH,MXD SP,SMOKED",33,0
WHITING,"WHITING,MIXED SPECIES,RAW",67,0
WHITING,"WHITING,MXD SP,CKD,DRY HEAT",84,0
WOLFFISH,"WOLFFISH,ATLANTIC,RAW",46,0
YELLOWTAIL,"YELLOWTAIL,MXD SP,RAW",55,0
CRAB,"CRAB,ALASKA KING,RAW",42,0
CRAB,"CRAB,ALASKA KING,CKD,MOIST HEAT",53,0
CRAB,"CRAB,ALASKA KING,IMITN,MADE FROM SURIMI",20,6.25
CRAB,"CRAB,BLUE,RAW",78,0
CRAB,"CRAB,BLUE,CKD,MOIST HEAT",100,0
CRAB,"CRAB,BLUE,CANNED",89,0
CRAB,"CRAB,BLUE,CRAB CAKES",150,0
CRAB,"CRAB,DUNGENESS,RAW",59,0
CRAB,"CRAB,QUEEN,RAW",55,0
CRAYFISH,"CRAYFISH,MXD SP,WILD,RAW",114,0
CRAYFISH,"CRAYFISH,MXD SP,WILD,CKD,MOIST HEAT",133,0
LOBSTER,"LOBSTER,NORTHERN,RAW",95,0
LOBSTER,"LOBSTER,NORTHERN,CKD,MOIST HEAT",72,0
SHRIMP,"SHRIMP,MIXED SPECIES,RAW",152,0
SHRIMP,"SHRIMP,MXD SP,CKD,BREADED&FRIED",177,0
SHRIMP,"SHRIMP,MXD SP,CKD,MOIST HEAT",195,0
SHRIMP,"SHRIMP,MXD SP,CND",252,0
SHRIMP,"SHRIMP,MXD SP,IMITN,MADE FROM SURIMI",36,0
SPINY LOBSTER,"SPINY LOBSTER,MXD SP,RAW",70,0
ABALONE,"ABALONE,MIXED SPECIES,RAW",85,0
ABALONE,"ABALONE,MXD SP,CKD,FRIED",94,0
CLAM,"CLAM,MIXED SPECIES,RAW",34,0
CLAM,"CLAM,MXD SP,CKD,BREADED&FRIED",61,0
CLAM,"CLAM,MXD SP,CKD,MOIST HEAT",67,0
CLAM,"CLAM,MXD SP,CND,DRND SOL",67,0
CLAM,"CLAM,MXD SP,CND,LIQ",3,0
CUTTLEFISH,"CUTTLEFISH,MXD SP,RAW",112,0
MUSSEL,"MUSSEL,BLUE,RAW",28,0
MUSSEL,"MUSSEL,BLUE,CKD,MOIST HEAT",56,0
OCTOPUS,"OCTOPUS,COMMON,RAW",48,0
OYSTER,"OYSTER,EASTERN,WILD,RAW",53,0
OYSTER,"OYSTER,EASTERN,CKD,BREADED&FRIED",81,0
OYSTER,"OYSTER,EASTERN,WILD,CKD,MOIST HEAT",105,0
OYSTER,"OYSTER,EASTERN,CANNED",55,0
OYSTER,"OYSTER,PACIFIC,RAW",50,0
SCALLOP,"SCALLOP,MIXED SPECIES,RAW",33,0
SCALLOP,"SCALLOP,MXD SP,CKD,BREADED&FRIED",61,0
SCALLOP,"SCALLOP,MXD SP,IMITN,MADE FROM SURIMI",22,0
SQUID,"SQUID,MIXED SPECIES,RAW",233,0
SQUID,"SQUID,MXD SP,CKD,FRIED",260,0
WHELK,"WHELK,UNSPECIFIED,RAW",65,0
WHELK,"WHELK,UNSPEC,CKD,MOIST HEAT",130,0
SALMON,"SALMON,CHINOOK,SMOKED,(LOX),REG",23,0
SALMON,"SALMON,CHUM,CND,WO/SALT,DRND SOL W/BONE",39,0
SALMON,"SALMON,PINK,CND,WO/SALT,SOL W/BONE&LIQ",55,0
SALMON,"SALMON,SOCKEYE,CND,WO/SALT,DRND SOL W/BONE",44,0
TUNA,"TUNA,LT,CND IN OIL,WO/SALT,DRND SOL",18,0
TUNA,"TUNA,LT,CND IN H2O,WO/SALT,DRND SOL",30,0
TUNA,"TUNA,WHITE,CND IN OIL,WO/SALT,DRND SOL",31,0
TUNA,"TUNA,WHITE,CND IN H2O,WO/SALT,DRND SOL",42,0
BASS,"BASS,FRESHWATER,MXD SP,CKD,DRY HEAT",87,0
BASS,"BASS,STRIPED,CKD,DRY HEAT",103,0
BLUEFISH,"BLUEFISH,COOKED,DRY HEAT",76,0
BURBOT,"BURBOT,COOKED,DRY HEAT",77,0
BUTTERFISH,"BUTTERFISH,CKD,DRY HEAT",83,0
COD,"COD,PACIFIC,CKD,DRY HEAT",47,0
CUSK,"CUSK,COOKED,DRY HEAT",53,0
DOLPHINFISH,"DOLPHINFISH,CKD,DRY HEAT",94,0
DRUM,"DRUM,FRESHWATER,CKD,DRY HEAT",82,0
HALIBUT,"HALIBUT,GREENLAND,CKD,DRY HEAT",59,0
HERRING,"HERRING,PACIFIC,CKD,DRY HEAT",99,0
LING,"LING,COOKED,DRY HEAT",51,0
LINGCOD,"LINGCOD,COOKED,DRY HEAT",67,0
