Category,Description,Cholesterol,Sugar
MACKEREL,"MACKEREL,KING,CKD,DRY HEAT",68,0
MACKEREL,"MACKEREL,PACIFIC&JACK,MXD SP,CKD,DRY HEAT",60,0
MILKFISH,"MILKFISH,COOKED,DRY HEAT",67,0
MONKFISH,"MONKFISH,COOKED,DRY HEAT",32,0
PIKE,"PIKE,WALLEYE,CKD,DRY HEAT",110,0
POLLOCK,"POLLOCK,ATLANTIC,CKD,DRY HEAT",91,0
POUT,"POUT,OCEAN,CKD,DRY HEAT",67,0
ROE,"ROE,MXD SP,CKD,DRY HEAT",479,0
SABLEFISH,"SABLEFISH,COOKED,DRY HEAT",63,0
SALMON,"SALMON,ATLANTIC,WILD,CKD,DRY HEAT",71,0
SALMON,"SALMON,CHINOOK,CKD,DRY HEAT",85,0
SALMON,"SALMON,CHUM,CKD,DRY HEAT",95,0
SALMON,"SALMON,PINK,CKD,DRY HEAT",67,0
SCUP,"SCUP,COOKED,DRY HEAT",67,0
SEATROUT,"SEATROUT,MXD SP,CKD,DRY HEAT",106,0
SHAD,"SHAD,AMERICAN,CKD,DRY HEAT",96,0
SPOT,"SPOT,COOKED,DRY HEAT",77,0
SUCKER,"SUCKER,WHITE,CKD,DRY HEAT",53,0
SUNFISH,"SUNFISH,PUMPKIN SD,CKD,DRY HEAT",86,0
TROUT,"TROUT,MXD SP,CKD,DRY HEAT",74,0
TUNA,"TUNA,SKIPJACK,FRSH,CKD,DRY HEAT",60,0
TUNA,"TUNA,YELLOWFIN,FRSH,CKD,DRY HEAT",58,0
TURBOT,"TURBOT,EUROPEAN,CKD,DRY HEAT",62,0
WHITEFISH,"WHITEFISH,MXD SP,CKD,DRY HEAT",77,0
WOLFFISH,"WOLFFISH,ATLANTIC,CKD,DRY HEAT",59,0
YELLOWTAIL,"YELLOWTAIL,MXD SP,CKD,DRY HEAT",71,0
CRAB,"CRAB,DUNGENESS,CKD,MOIST HEAT",76,0
CRAB,"CRAB,QUEEN,CKD,MOIST HEAT",71,0
SPINY LOBSTER,"SPINY LOBSTER,MXD SP,CKD,MOIST HEAT",90,0
CUTTLEFISH,"CUTTLEFISH,MXD SP,CKD,MOIST HEAT",224,0
OCTOPUS,"OCTOPUS,COMMON,CKD,MOIST HEAT",96,0
OYSTER,"OYSTER,PACIFIC,CKD,MOIST HEAT",100,0
ROUGHY,"ROUGHY,ORANGE,CKD,DRY HEAT",80,0
CATFISH,"CATFISH,CHANNEL,WILD,CKD,DRY HEAT",72,0
CATFISH,"CATFISH,CHANNEL,FARMED,RAW",47,0
CATFISH,"CATFISH,CHANNEL,FARMED,CKD,DRY HEAT",64,0
SALMON,"SALMON,ATLANTIC,FARMED,RAW",55,0
SALMON,"SALMON,ATLANTIC,FARMED,CKD,DRY HEAT",63,0
SALMON,"SALMON,COHO,FARMED,RAW",51,0
SALMON,"SALMON,COHO,FARMED,CKD,DRY HEAT",63,0
TROUT,"TROUT,RAINBOW,FARMED,RAW",59,0
TROUT,"TROUT,RAINBOW,FARMED,CKD,DRY HEAT",68,0
CRAYFISH,"CRAYFISH,MXD SP,FARMED,RAW",107,0
CRAYFISH,"CRAYFISH,MXD SP,FARMED,CKD,MOIST HEAT",137,0
OYSTER,"OYSTER,EASTERN,WILD,CKD,DRY HEAT",49,0
OYSTER,"OYSTER,EASTERN,FARMED,RAW",25,0
OYSTER,"OYSTER,EASTERN,FARMED,CKD,DRY HEAT",38,0
SALMON,"SALMON,COHO,WILD,CKD,DRY HEAT",55,0
CONCH,"CONCH,BAKED OR BROILED",65,0
USDA COMMODITY,"USDA COMMODITY,SALMON NUGGETS,BREADED,FRZ,HTD",26,0
USDA COMMODITY,"USDA COMMODITY,SALMON NUGGETS,CKD AS PURCHASED,UNHTD",27,0
SALMON,"SALMON,PINK,CND,DRND SOL W/BONE",82,0
FISH,"FISH,TILAPIA,RAW",50,0
FISH,"FISH,TILAPIA,CKD,DRY HEAT",57,0
BEANS,"BEANS,ADZUKI,MATURE SEEDS,RAW",0,0
BEANS,"BEANS,ADZUKI,MATURE SEEDS,CKD,BLD,WO/SALT",0,0
BEANS,"BEANS,ADZUKI,MATURE SEEDS,CND,SWTND",0,0
BEANS,"BEANS,ADZUKI,YOKAN,MATURE SEEDS",0,0
BEANS,"BEANS,BAKED,HOME PREPARED",5,0
BEANS,"BEANS,BKD,CND,PLN OR VEGETARIAN",0,7.960000038
BEANS,"BEANS,BKD,CND,W/BF",22,0
BEANS,"BEANS,BKD,CND,W/FRANKS",6,6.53000021
BEANS,"BEANS,BKD,CND,W/PORK",7,0
BEANS,"BEANS,BKD,CND,W/PORK&SWT SAU",7,8.56000042
BEANS,"BEANS,BKD,CND,W/PORK&TOMATO SAU",7,5.670000076
BEANS,"BEANS,BLACK,MATURE SEEDS,RAW",0,2.119999886
BEANS,"BEANS,BLACK,MATURE SEEDS,CKD,BLD,WO/SALT",0,0
BEANS,"BEANS,BLACK TURTLE SOUP,MATURE SEEDS,RAW",0,2.25
BEANS,"BEANS,BLACK TURTLE SOUP,MATURE SEEDS,CKD,BLD,WO/SALT",0,0.319999993
BEANS,"BEANS,BLACK TURTLE SOUP,MATURE SEEDS,CND",0,0
BEANS,"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,RAW",0,0
BEANS,"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CKD,BLD,WO/SALT",0,0
BEANS,"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CND",0,0
BEANS,"BEANS,FRENCH,MATURE SEEDS,RAW",0,0
BEANS,"BEANS,FRENCH,MATURE SEEDS,CKD,BLD,WO/SALT",0,0
BEANS,"BEANS,GREAT NORTHERN,MATURE SEEDS,RAW",0,2.25999999
BEANS,"BEANS,GREAT NORTHERN,MATURE SEEDS,CKD,BLD,WO/SALT",0,0
BEANS,"BEANS,GREAT NORTHERN,MATURE SEEDS,CND",0,0
BEANS,"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,RAW",0,2.230000019
BEANS,"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CKD,BLD,WO/SALT",0,0.319999993
BEANS,"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CND",0,1.850000024
BEANS,"BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,RAW",0,0
BEANS,"BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,CKD,BLD,WO/SALT",0,0
BEANS,"BEANS,KIDNEY,RED,MATURE SEEDS,RAW",0,2.099999905
BEANS,"BEANS,KIDNEY,RED,MATURE SEEDS,CKD,BLD,WO/SALT",0,0.319999993
BEANS,"BEANS,KIDNEY,RED,MATURE SEEDS,CND",0,1.860000014
BEANS,"BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,RAW",0,0
BEANS,"BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,CKD,BLD,WO/SALT",0,0
BEANS,"BEANS,NAVY,MATURE SEEDS,RAW",0,3.880000114
BEANS,"BEANS,NAVY,MATURE SEEDS,CKD,BLD,WO/SALT",0,0.370000005
BEANS,"BEANS,NAVY,MATURE SEEDS,CND",0,0.280000001
BEANS,"BEANS,PINK,MATURE SEEDS,RAW",0,2.140000105
BEANS,"BEANS,PINK,MATURE SEEDS,CKD,BLD,WO/SALT",0,0.360000014
BEANS,"BEANS,PINTO,MATURE SEEDS,RAW",0,2.109999895
BEANS,"BEANS,PINTO,MATURE SEEDS,CKD,BLD,WO/SALT",0,0.340000004
BEANS,"BEANS,PINTO,MATURE SEEDS,CND",0,0.209999993
BEANS,"BEANS,SML WHITE,MATURE SEEDS,RAW",0,0
BEANS,"BEANS,SML WHITE,MATURE SEEDS,CKD,BLD,WO/SALT",0,0
BEANS,"BEANS,YEL,MATURE SEEDS,RAW",0,0
BEANS,"BEANS,YEL,MATURE SEEDS,CKD,BLD,WO/SALT",0,0
BEANS,"BEANS,WHITE,MATURE SEEDS,RAW",0,2.109999895
BEANS,"BEANS,WHITE,MATURE SEEDS,CKD,BLD,WO/SALT",0,0.340000004
BEANS,"BEANS,WHITE,MATURE SEEDS,CND",0,0.289999992
BROADBEANS (FAVA BEANS),"BROADBEANS (FAVA BEANS),MATURE SEEDS,RAW",0,5.699999809
BROADBEANS (FAVA BNS),"BROADBEANS (FAVA BNS),MATURE SEEDS,CKD,BLD,WO/SALT",0,1.820000052
BROADBEANS (FAVA BNS),"BROADBEANS (FAVA BNS),MATURE SEEDS,CND",0,0
No Category,CAROB FLOUR,0,49.08000183
CHICKPEAS (GARBANZO BNS,"CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,RAW",0,10.69999981
CHICKPEAS ,"CHICKPEAS ,MATURE SEEDS,CKD,BLD,WO/SALT",0,4.800000191
CHICKPEAS (GARBANZO BNS,"CHICKPEAS (GARBANZO BNS,BENGAL GM),MATURE SEEDS,CND",0,0
CHILI WITH BEANS,"CHILI WITH BEANS,CANNED",17,1.190000057
COWPEAS,"COWPEAS,CATJANG,MATURE SEEDS,RAW",0,0
COWPEAS,"COWPEAS,CATJANG,MATURE SEEDS,CKD,BLD,WO/SALT",0,0
COWPEAS,"COWPEAS,COMMON (BLACKEYES,CROWDER,SOUTHERN),MTRE SEEDS,RAW",0,6.900000095
COWPEAS,"COWPEAS,COMMON (BLKEYES,CRWDR,STHRN),MTURE,CKD,BLD,WO/SALT",0,3.299999952
COWPEAS,"COWPEAS,COMMON,MATURE SEEDS,CND,PLN",0,0
COWPEAS,"COWPEAS,COMMON,MATURE SEEDS,CND W/PORK",7,0
HYACINTH BNS,"HYACINTH BNS,MATURE SEEDS,RAW",0,0
HYACINTH BNS,"HYACINTH BNS,MATURE SEEDS,CKD,BLD,WO/SALT",0,0
LENTILS,"LENTILS,RAW",0,2.029999971
LENTILS,"LENTILS,MATURE SEEDS,CKD,BLD,WO/SALT",0,1.799999952
LIMA BNS,"LIMA BNS,LRG,MATURE SEEDS,RAW",0,8.5
LIMA BNS,"LIMA BNS,LRG,MATURE SEEDS,CKD,BLD,WO/SALT",0,2.900000095
LIMA BNS,"LIMA BNS,LRG,MATURE SEEDS,CND",0,0
LIMA BNS,"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,RAW",0,8.319999695
LIMA BNS,"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,CKD,BLD,WO/SALT",0,0
LUPINS,"LUPINS,MATURE SEEDS,RAW",0,0
LUPINS,"LUPINS,MATURE SEEDS,CKD,BLD,WO/ SALT",0,0
MOTHBEANS,"MOTHBEANS,MATURE SEEDS,RAW",0,0
MOTHBEANS,"MOTHBEANS,MATURE SEEDS,CKD,BLD,WO/SALT",0,0
MUNG BNS,"MUNG BNS,MATURE SEEDS,RAW",0,6.599999905
MUNG BNS,"MUNG BNS,MATURE SEEDS,CKD,BLD,WO/SALT",0,2
NOODLES,"NOODLES,CHINESE,CELLOPHANE OR LONG RICE (MUNG BNS),DEHYD",0,0
MUNGO BNS,"MUNGO BNS,MATURE SEEDS,RAW",0,0
MUNGO BNS,"MUNGO BNS,MATURE SEEDS,CKD,BLD,WO/SALT",0,2.00999999
PEAS,"PEAS,SPLIT,MATURE SEEDS,RAW",0,8
PEAS,"PEAS,SPLIT,MATURE SEEDS,CKD,BLD,WO/SALT",0,2.900000095
PEANUTS,"PEANUTS,ALL TYPES,RAW",0,3.970000029
PEANUTS,"PEANUTS,ALL TYPES,CKD,BLD,W/SALT",0,2.470000029
PEANUTS,"PEANUTS,ALL TYPES,OIL-ROASTED,W/SALT",0,4.179999828
PEANUTS,"PEANUTS,ALL TYPES,DRY-ROASTED,W/SALT",0,4.179999828
PEANUTS,"PEANUTS,SPANISH,RAW",0,0
PEANUTS,"PEANUTS,SPANISH,OIL-ROASTED,W/SALT",0,0
PEANUTS,"PEANUTS,VALENCIA,RAW",0,0
PEANUTS,"PEANUTS,VALENCIA,OIL-ROASTED,W/SALT",0,0
PEANUTS,"PEANUTS,VIRGINIA,RAW",0,3.950000048
PEANUTS,"PEANUTS,VIRGINIA,OIL-ROASTED,W/SALT",0,0
PEANUT BUTTER,"PEANUT BUTTER,CHUNK STYLE,W/SALT",0,8.409999847
PEANUT BUTTER,"PEANUT BUTTER,SMOOTH STYLE,W/ SALT",0,9.220000267
PEANUT FLOUR,"PEANUT FLOUR,DEFATTED",0,8.220000267
PEANUT FLOUR,"PEANUT FLOUR,LOW FAT",0,0
PIGEON PEAS (RED GM),"PIGEON PEAS (RED GM),MATURE SEEDS,RAW",0,0
PIGEON PEAS (RED GM),"PIGEON PEAS (RED GM),MATURE SEEDS,CKD,BLD,WO/SALT",0,0
REFRIED BNS,"REFRIED BNS,CND,TRADITIONAL STYLE (INCLUDES USDA COMMODITY)",0,0.460000008
BACON,"BACON,MEATLESS",0,0
No Category,MEAT EXTENDER,0,0
SAUSAGE,"SAUSAGE,MEATLESS",0,0
SOYBEANS,"SOYBEANS,MATURE SEEDS,RAW",0,7.329999924
SOYBEANS,"SOYBEANS,MATURE CKD,BLD,WO/SALT",0,3
SOYBEANS,"SOYBEANS,MATURE SEEDS,RSTD,SALTED",0,4.199999809
SOYBEANS,"SOYBEANS,MATURE SEEDS,DRY RSTD",0,0
No Category,MISO,0,6.199999809
No Category,NATTO,0,4.889999866
No Category,TEMPEH,0,0
SOY FLOUR,"SOY FLOUR,FULL-FAT,RAW",0,7.5
SOY FLR,"SOY FLR,FULL-FAT,RSTD",0,7.610000134
SOY FLOUR,"SOY FLOUR,DEFATTED",0,18.87999916
SOY FLOUR,"SOY FLOUR,LOW-FAT",0,10.52999973
SOY MEAL,"SOY MEAL,DEFATTED,RAW",0,0
SOYMILK,"SOYMILK,ORIGINAL & VANILLA,UNFORTIFIED",0,3.99000001
SOY PROT CONC,"SOY PROT CONC,PRODUCED BY ALCOHOL EXTRACTION",0,20
No Category,SOY PROTEIN ISOLATE,0,0
No Category,SOY SAU MADE FROM SOY&WHEAT (SHOYU),0,1.700000048
No Category,SOY SAU MADE FROM SOY (TAMARI),0,1.700000048
No Category,SOY SAU MADE FROM HYDROLYZED VEG PROT,0,1.700000048
TOFU,"TOFU,FIRM,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",0,0.600000024
TOFU,"TOFU,SOFT,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",0,0.699999988
TOFU,"TOFU,DRIED-FROZEN (KOYADOFU)",0,0
TOFU,"TOFU,FRIED",0,2.720000029
TOFU,"TOFU,OKARA",0,0
TOFU,"TOFU,SALTED&FERMENTED (FUYU)",0,0
YARDLONG BNS,"YARDLONG BNS,MATURE SEEDS,RAW",0,0
YARDLONG BNS,"YARDLONG BNS,MATURE SEEDS,CKD,BLD,WO/SALT",0,0
WINGED BNS,"WINGED BNS,MATURE SEEDS,RAW",0,0
BEANS,"BEANS,WINGED,MATURE SEEDS,CKD,BLD,WO/SALT",0,0
HUMMUS,"HUMMUS,HOME PREP",0,0.270000011
FALAFEL,"FALAFEL,HOME-PREPARED",0,0
SOYMILK,"SOYMILK,ORIGINAL & VANILLA,W/ ADDED CA,VITAMINS A & D",0,3.650000095
LENTILS,"LENTILS,PINK,RAW",0,0
No Category,VEGGIE BURGERS OR SOYBURGERS  UNPREP,5,1.070000052
PEANUT SPRD,"PEANUT SPRD,RED SUGAR",0,3.339999914
PEANUT BUTTER,"PEANUT BUTTER,SMOOTH,RED FAT",0,9.279999733
ENSURE FIBER W/ FOS,"ENSURE FIBER W/ FOS,LIQ",0,4.679999828
PEANUT BUTTER,"PEANUT BUTTER,SMOOTH,VIT & MINERAL FORT",0,10.47000027
PEANUT BUTTER,"PEANUT BUTTER,CHUNKY,VITAMIN&MINERAL FORT",0,10.93999958
No Category,CHICKPEA FLOUR (BESAN),0,10.85000038
HUMMUS,"HUMMUS,COMMERCIAL",0,0
TOFU,"TOFU,EX FIRM,PREP W/NIGARI",0,0.5
TOFU,"TOFU,HARD,PREP W/NIGARI",0,0
MORI-NU,"MORI-NU,TOFU,SILKEN,SOFT",0,1.309999943
MORI-NU,"MORI-NU,TOFU,SILKEN,FIRM",0,1.269999981
MORI-NU,"MORI-NU,TOFU,SILKEN,EX FIRM",0,0.99000001
MOR-NU,"MOR-NU,TOFU,SILKEN,LITE FIRM",0,0.449999988
MORI-NU,"MORI-NU,TOFU,SILKEN,LITE EX FIRM",0,0.419999987
SOYMILK,"SOYMILK,CHOC,UNFORTIFIED",0,7.860000134
USDA CMDTY,"USDA CMDTY,PNUT BUTTER,SMOOTH",0,6.5
SOYMILK,"SOYMILK,CHOC,W/ ADDED CA,VITAMINS A & D",0,7.860000134
REFRIED BNS,"REFRIED BNS,CND,VEGETARIAN",0,0.589999974
REFRIED BNS,"REFRIED BNS,CND,FAT-FREE",0,0.610000014
FRIJOLES ROJOS VOLTEADOS (REFRIED BNS,"FRIJOLES ROJOS VOLTEADOS (REFRIED BNS,RED,CANNED)",0,0
TEMPEH,"TEMPEH,CKD",0,0
SOY PROT ISOLATE,"SOY PROT ISOLATE,PROT TECHNOLOGIES INTERNATIONAL,SUPRO",0,0
SOY PROT ISOLATE,"SOY PROT ISOLATE,PROT TECHNOLOGIES INTERNATIONAL,PROPLUS",0,0
CAMPBELL SOUP CO.,"CAMPBELL SOUP CO.,CAMPBELL'S BRN SUGAR&BACON FLAV BKD BNS",2,10
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S PORK & BNS",4,6.150000095
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,PACE,TRADITIONAL REFRIED BNS",0,2.5
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,PACE,SALSA REFRIED BNS",0,3.329999924
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,PACE,SPICY JALAPENO REFRIED BNS",0,3.329999924
VITASOY USA,"VITASOY USA,NASOYA LITE FIRM TOFU",0,0.200000003
VITASOY USA,"VITASOY USA,ORGANIC NASOYA SUPER FIRM CUBED TOFU",0,0.600000024
VITASOY USA,"VITASOY USA,ORGANIC NASOYA EX FIRM TOFU",0,0.400000006
VITASOY USA,"VITASOY USA,ORGANIC NASOYA FIRM TOFU",0,0.300000012
VITASOY USA,"VITASOY USA,VITASOY ORGANIC CREAMY ORIGINAL SOYMILK",0,2
VITASOY USA,"VITASOY USA,VITASOY ORGNAIC CLASSIC ORIGINAL SOYMILK",0,2
VITASOY USA,"VITASOY USA,VITASOY LT VANILLA SOYMILK",0,2.900000095
SOYMILK (ALL FLAVORS),"SOYMILK (ALL FLAVORS),UNSWTND,W/ ADDED CA,VITAMINS A & D",0,0.409999996
SOYMILK (ALL FLAVORS),"SOYMILK (ALL FLAVORS),ENHANCED",0,2.529999971
SOYMILK,"SOYMILK,ORIGINAL & VANILLA,LT,W/ ADDED CA,VITAMINS A & D",0,2.609999895
SOYMILK,"SOYMILK,CHOC & OTHER FLAVORS,LT,W/ ADDED CA,VITAMINS A & D",0,7.130000114
SOYMILK,"SOYMILK,ORIGINAL & VANILLA,LT,UNSWTND,W/ ADDED CA,VIT A & D",0,0.409999996
SOYMILK (ALL FLAVORS),"SOYMILK (ALL FLAVORS),LOWFAT,W/ ADDED CA,VITAMINS A & D",0,3.5
SOYMILK (ALL FLAVORS),"SOYMILK (ALL FLAVORS),NONFAT,W/ ADDED CA,VITAMINS A & D",0,3.650000095
SILK PLN,"SILK PLN,SOYMILK",0,2.470000029
SILK VANILLA,"SILK VANILLA,SOYMILK",0,2.880000114
SILK CHOC,"SILK CHOC,SOYMILK",0,7.820000172
SILK LT PLN,"SILK LT PLN,SOYMILK",0,2.470000029
SILK LT VANILLA,"SILK LT VANILLA,SOYMILK",0,2.880000114
SILK LT CHOC,"SILK LT CHOC,SOYMILK",0,7.820000172
SILK PLUS OMEGA-3 DHA,"SILK PLUS OMEGA-3 DHA,SOYMILK",0,2.470000029
SILK PLUS FOR BONE HEALTH,"SILK PLUS FOR BONE HEALTH,SOYMILK",0,2.880000114
SILK PLUS FIBER,"SILK PLUS FIBER,SOYMILK",0,2.880000114
SILK UNSWTND,"SILK UNSWTND,SOYMILK",0,0.409999996
SILK VERY VANILLA,"SILK VERY VANILLA,SOYMILK",0,6.579999924
SILK NOG,"SILK NOG,SOYMILK",0,9.840000153
SILK CHAI,"SILK CHAI,SOYMILK",0,5.760000229
SILK MOCHA,"SILK MOCHA,SOYMILK",0,7.409999847
SILK COFFEE,"SILK COFFEE,SOYMILK",0,9.470000267
No Category,SILK VANILLA SOY YOGURT (FAMILY SIZE),0,10.56999969
No Category,SILK VANILLA SOY YOGURT (SINGLE SERVING SIZE),0,10.59000015
No Category,SILK PLN SOY YOGURT,0,5.289999962
No Category,SILK STRAWBERRY SOY YOGURT,0,12.93999958
No Category,SILK RASPBERRY SOY YOGURT,0,12.93999958
No Category,SILK PEACH SOY YOGURT,0,14.71000004
No Category,SILK BLACK CHERRY SOY YOGURT,0,11.76000023
No Category,SILK BLUEBERRY SOY YOGURT,0,12.35000038
No Category,SILK KEY LIME SOY YOGURT,0,12.35000038
No Category,SILK BANANA-STRAWBERRY SOY YOGURT,0,10.59000015
No Category,SILK ORIGINAL CREAMER,0,0
No Category,SILK FRENCH VANILLA CREAMER,0,20
No Category,SILK HAZELNUT CREAMER,0,20
BEANS,"BEANS,ADZUKI,MATURE SD,CKD,BLD,W/SALT",0,0
BEANS,"BEANS,BLACK,MATURE SEEDS,CKD,BLD,W/SALT",0,0
BEANS,"BEANS,BLACK TURTLE SOUP,MATURE SEEDS,CKD,BLD,W/SALT",0,0.319999993
BEANS,"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CKD,BLD,W/SALT",0,0
BEANS,"BEANS,FRENCH,MATURE SEEDS,CKD,BLD,W/SALT",0,0
BEANS,"BEANS,GREAT NORTHERN,MATURE SEEDS,CKD,BLD,W/SALT",0,0
BEANS,"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CKD,BLD,W/SALT",0,0.319999993
BEANS,"BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,CKD,BLD,W/SALT",0,0
BEANS,"BEANS,KIDNEY,RED,MATURE SEEDS,CKD,BLD,W/SALT",0,0.319999993
BEANS,"BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,CKD,BLD W/SALT",0,0
BEANS,"BEANS,NAVY,MATURE SEEDS,CKD,BLD,W/SALT",0,0.370000005
BEANS,"BEANS,PINK,MATURE SEEDS,CKD,BLD,W/SALT",0,0.360000014
BEANS,"BEANS,PINTO,MATURE SEEDS,CKD,BLD,W/SALT",0,0.340000004
BEANS,"BEANS,SML WHITE,MATURE SEEDS,CKD,BLD,W/SALT",0,0
BEANS,"BEANS,YEL,MATURE SEEDS,CKD,BLD,W/SALT",0,0
BEANS,"BEANS,WHITE,MATURE SEEDS,CKD,BLD,W/ SALT",0,0.340000004
BROADBEANS (FAVA BNS),"BROADBEANS (FAVA BNS),MATURE SEEDS,CKD,BLD,W/SALT",0,1.820000052
CHICKPEAS,"CHICKPEAS,MATURE SEEDS,CKD,BLD,W/SALT",0,4.800000191
COWPEAS,"COWPEAS,CATJANG,MATURE SEEDS,CKD,BLD,W/SALT",0,0
COWPEAS,"COWPEAS,COMMON,MATURE SEEDS,CKD,BLD,W/SALT",0,3.299999952
HYACINTH BNS,"HYACINTH BNS,MATURE SEEDS,CKD,BLD,W/SALT",0,0
LENTILS,"LENTILS,MATURE SEEDS,CKD,BLD,W/SALT",0,1.799999952
LIMA BNS,"LIMA BNS,LRG,MATURE SEEDS,CKD,BLD,W/SALT",0,2.900000095
LIMA BNS,"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,CKD,BLD,W/SALT",0,0
LUPINS,"LUPINS,MATURE SEEDS,CKD,BLD,W/SALT",0,0
MOTHBEANS,"MOTHBEANS,MATURE SEEDS,CKD,BLD,W/SALT",0,0
MUNG BNS,"MUNG BNS,MATURE SEEDS,CKD,BLD,W/SALT",0,2
MUNGO BNS,"MUNGO BNS,MATURE SEEDS,CKD,BLD,W/SALT",0,2.00999999
PEAS,"PEAS,SPLIT,MATURE SEEDS,CKD,BLD,W/SALT",0,2.900000095
PEANUTS,"PEANUTS,ALL TYPES,OIL-ROASTED,WO/SALT",0,4.159999847
PEANUTS,"PEANUTS,ALL TYPES,DRY-ROASTED,WO/SALT",0,4.179999828
PEANUTS,"PEANUTS,SPANISH,OIL-ROASTED,WO/SALT",0,0
PEANUTS,"PEANUTS,VALENCIA,OIL-ROASTED,WO/SALT",0,0
PEANUTS,"PEANUTS,VIRGINIA,OIL-ROASTED,WO/SALT",0,0
PEANUT BUTTER,"PEANUT BUTTER,CHUNK STYLE,WO/SALT",0,8.409999847
PEANUT BUTTER,"PEANUT BUTTER,SMOOTH STYLE,WO/SALT",0,9.220000267
PEANUT BUTTER W/ OMEGA-3,"PEANUT BUTTER W/ OMEGA-3,CREAMY",0,3.109999895
PIGEON PEAS (RED GM),"PIGEON PEAS (RED GM),MATURE SEEDS,CKD,BLD,W/SALT",0,0
SOYBEANS,"SOYBEANS,MATURE SEEDS,CKD,BLD,W/SALT",0,3
SOYBEANS,"SOYBEANS,MATURE SEEDS,RSTED,NO SALT ADDED",0,0
SOY FLR,"SOY FLR,FULL-FAT,RAW,CRUDE PROT BASIS (N X 6.25)",0,0
SOY FLR,"SOY FLR,FULL-FAT,RSTD,CRUDE PROT BASIS (N X 6.25)",0,0
SOY FLR,"SOY FLR,DEFATTED,CRUDE PROT BASIS (N X 6.25)",0,14.57999992
SOY FLR,"SOY FLR,LOW-FAT,CRUDE PROT BASIS (N x 6.25)",0,19.79999924
SOY MEAL,"SOY MEAL,DEFATTED,RAW,CRUDE PROT BASIS (N X 6.25)",0,0
SOY PROT CONC,"SOY PROT CONC,PRODUCED BY ACID WASH",0,20
SOY PROT CONC,"SOY PROT CONC,CRUDE PROT BASIS (N X 6.25),ACID WASH",0,0
SOY PROT ISOLATE,"SOY PROT ISOLATE,K TYPE",0,0
SOY PROT ISOLATE,"SOY PROT ISOLATE,K TYPE,CRUDE PROT BASIS",0,0
SOY SAU MADE FROM SOY&WHEAT (SHOYU),"SOY SAU MADE FROM SOY&WHEAT (SHOYU),LO NA",0,1.700000048
TOFU,"TOFU,RAW,FIRM,PREP W/CA SULFATE",0,0
TOFU,"TOFU,RAW,REG,PREP W/CA SULFATE",0,0
TOFU,"TOFU,DRIED-FROZEN (KOYADOFU),PREP W/CA SULFATE",0,0
TOFU,"TOFU,FRIED,PREP W/CA SULFATE",0,0
TOFU,"TOFU,SALTED&FERMENTED (FUYU),PREP W/CA SULFATE",0,0
YARDLONG BNS,"YARDLONG BNS,YARDLONG,MATURE SEEDS,CKD,BLD,W/SALT",0,0
WINGED BNS,"WINGED BNS,MATURE SEEDS,CKD,BLD,W/SALT",0,0
LOMA LINDA LITTLE LINKS,"LOMA LINDA LITTLE LINKS,CND,UNPREP",1,0.790000021
LOMA LINDA FRIED CHIK'N W/ GRAVY,"LOMA LINDA FRIED CHIK'N W/ GRAVY,CND,UNPREP",1,0.560000002
LOMA LINDA LOFAT BIG FRANKS,"LOMA LINDA LOFAT BIG FRANKS,CND,UNPREP",0,0.340000004
LOMA LINDA DINNER CUTS,"LOMA LINDA DINNER CUTS,CND,UNPREP",1,0.409999996
LOMA LINDA TENDER ROUNDS W/ GRAVY,"LOMA LINDA TENDER ROUNDS W/ GRAVY,CND,UNPREP",1,1.029999971
LOMA LINDA SWISS STAKE W/ GRAVY,"LOMA LINDA SWISS STAKE W/ GRAVY,CND,UNPREP",1,0.910000026
LOMA LINDA VEGE-BURGER,"LOMA LINDA VEGE-BURGER,CND,UNPREP",0,0.850000024
LOMA LINDA REDI-BURGER,"LOMA LINDA REDI-BURGER,CND,UNPREP",0,1.210000038
